,Landfill Name,Physical Address,City,State,County,Zip Code,Latitude,Longitude
669,Iowa City SLF,3900 Hebl Avenue SW,Iowa City,IA,Johnson,52240,41.645,-91.624
671,Landfill of North Iowa,15942 Killdeer Avenue,Clear Lake,IA,Cerro Gordo,50428,43.126000000000005,-93.3003
672,Loess Hills Regional SLF,59722 290th Street,Malvern,IA,Mills,51551,41.022,-95.639
674,Marshall County SLF,2313 Marshalltown Boulevard,Marshalltown,IA,Marshall,50158,42.036,-92.98200000000001
675,Metro Park East Landfill,"12181 University Avenue NE
12161 12th Avenue NE",Mitchellville,IA,Polk,50169,41.600722,-93.345265
677,Montgomery County Sanitary Landfill,1704 L Avenue,Red Oak,IA,Montgomery,51566,41.057814,-95.150908
678,Newton SLF,3202 Highway 14 S,Newton,IA,Jasper,50208,41.67100000000001,-93.0655
679,North Central Iowa Regional SWA Sanitary Landfill,"2240 Landfill Drive
2240 S. 22nd Street",Fort Dodge,IA,Webster,50501,42.47227,-94.169712
681,Northwest Iowa Area SWA Landfill,4540 360th Street,Sheldon,IA,Sioux,51201,43.1299,-95.89411899999999
683,Ottumwa-Wapello County SLF,13277 165th Avenue,Ottumwa,IA,Wapello,52501,41.08,-92.473
684,Page County Sanitary Landfill,2032 N Avenue,Clarinda,IA,Page,51632,40.750904,-95.11065699999999
688,Scott Area SLF,11555 110th Avenue County Road Y-48,Davenport,IA,Scott,52804,41.47444,-90.68864
691,South Central Iowa Landfill,2496 Highway 92,Winterset,IA,Madison,50273,41.339,-93.955
692,South Central Iowa Sanitary Landfill,1736 Hwy T-17,Tracy,IA,Marion,50256,41.25995,-92.95676
697,Winneshiek County Sanitary Landfill,2000 140th Avenue,Decorah,IA,Winneshiek,52101,43.225,-91.67
698,Ada County Landfill,10300 Seamans Gulch Road,Boise,ID,Ada,83714,43.698,-116.28299999999999
700,Bear Lake County Landfill,"175 Willowbrook Lane
off Highway 89",Montpelier,ID,Bear Lake,83254,42.3213,-111.2479
701,Bennett Road Landfill,"Bennett Road, East of Mountain Home",Mountain Home,ID,Elmore,83647,43.078,-115.57600000000001
703,Bingham County Landfill-Ridge Road,1100 E Mountain View Road,Blackfoot,ID,Bingham,83221,43.297,-112.075
705,Bonneville County Landfill,9449 E. Sunnyside,Idaho Falls,ID,Bonneville,83402,43.4288,-111.8572
706,Boundary County Landfill,"611 Hillcrest Road
Off County Road 29",Bonners Ferry,ID,Boundary,83805,48.718577,-116.31713400000001
709,Circular Butte Sanitary LF,1571 N 800 E,Terreton,ID,Jefferson,83450,43.851000000000006,-112.539
710,Clay Peak Landfill,2560 Highway 52,Payette,ID,Payette,83661,44.064474,-116.861139
711,Fighting Creek Farm Landfill,22089 U.S. 95,Coeur d' Alene,ID,Kootenai,83814,47.534,-116.934
712,Fort Hall Mine Landfill,1500 N. Fort Hall Mine Road,Pocatello,ID,Bannock,83204,42.782,-112.375
713,Franklin County Sanitary Landfill,2655 N 2200 E,Preston,ID,Franklin,83263,42.1433,-111.8192
717,Hub Butte Landfill,2900 N. 2800 E.,Twin Falls,ID,Twin Falls,83301,42.4182,-114.4991
718,Island Park Sanitary Landfill,3970 Kilgore-Yale Road,Island Park,ID,Fremont,83429,44.4505,-111.3705
719,Latah Sanitary Landfill,3299 Highway 8,Moscow,ID,Latah,83843,46.71,-116.902
720,Lemhi County Landfill 1,"Landfill Rd
off of Hot Springs Rd",Salmon,ID,Lemhi,83467,45.118893,-113.86152299999999
721,Lemhi County Landfill 2,"Landfill Road
off of Hot Springs Road",Salmon,ID,Lemhi,83467,45.126000000000005,-113.833
722,Milner Butte Landfill,1050 West 400 South,Burley,ID,Cassia,83318,42.461999999999996,-114.005
723,Mud Lake Landfill,925 E. Salmon Highway,Terreton,ID,Jefferson,83450,43.854,-112.508
725,Pickles Butte SLF,15500 Missouri Avenue,Nampa,ID,Canyon,83686,43.493,-116.704
726,Simco Road Regional Landfill,16415 NW Waste Site Drive,Mayfield,ID,Elmore,83716,43.256283,-115.902837
727,St. Anthony Landfill,716 N 2400 E,St Anthony,ID,Fremont,83445,43.9808,-111.6779
728,Teton County Landfill,114 E 25 N,Driggs,ID,Teton,83422,43.726000000000006,-111.073
729,31st Street Landfill,11700 West 31st Street,Westchester,IL,Cook,60154,41.83894,-87.91497
730,ADS/McLean County LF #2,2105 W. Oakland Avenue,Bloomington,IL,McLean,61704,40.466463,-89.030787
731,Advanced Disposal Orchard Hills Landfill Inc.,8290 N. IL Highway 251,Davis Junction,IL,Ogle,61020,42.14322,-89.0769
732,Advanced Disposal Valley View Landfill Inc.,1363 Bear Road,Decatur,IL,Macon,62522,39.8245,-89.0432
733,Advanced Disposal Zion Landfill,701 Green Bay Road,Zion,IL,Lake,60099,42.48483,-87.88497
734,Alton Municipal Landfill,4550 N. Alby Street,Godfrey,IL,Madison,62035,38.928000000000004,-90.179
736,Beecher Landfill,1055 W. Goodenow Road,Beecher,IL,Will,60401,41.3915,-87.6388
737,Belleville Sanitary LF,2381 Park Road,Belleville,IL,St. Clair,62220,38.48359,-90.011824
740,Bond County LF,825 Willard Street,Greenville,IL,Bond,62246,38.88497,-89.42086
741,Brickyard Disposal & Recycling Inc.,601 East Brickyard Road,Danville,IL,Vermilion,61832,40.09966,-87.6163
742,CDT LF,2851 Mound Road,Rockdale,IL,Will,60436,41.500371,-88.144914
743,Chain of Rocks RDF,3399 W. Chain of Rocks Road,Granite City,IL,Madison,62040,38.76235,-90.12949
744,CID Recycling and Disposal Facility,13707 S. Jeffery Avenue,Chicago,IL,Cook,60633,41.655,-87.57799999999999
745,Clinton Landfill Inc.,9550 Heritage Road,Clinton,IL,De Witt,61727,40.114000000000004,-88.958
746,Coles County Landfill,6351 West State Street,Charleston,IL,Coles,61920,39.509,-88.26700000000001
747,Congress Development Company LF,4100 W. Frontage Road,Hillside,IL,Cook,60162,41.8721,-87.8885
748,Cottonwood Hills LF,10400 Hillstown Road,Marissa,IL,St. Clair,62257,38.26,-89.78
749,Countryside LF,31725 N. Route 83,Grayslake,IL,Lake,60030,42.32424,-88.0289
750,Davis Junction Landfill,8900 Highway 251,Davis Junction,IL,Ogle,61020,42.147,-89.0825
751,DeKalb County LF,18370 Somonauk Road,DeKalb,IL,DeKalb,60115,41.898,-88.686
752,Des Plaines Landfill,9800 West Central Road,Des Plaines,IL,Cook,60016,42.0689,-87.8653
753,Envirofil of Illinois Inc.,13998 E. 1400th Street,Macomb,IL,McDonough,61455,40.484333,-90.63799999999999
754,Environtech LF,1800 Ashley Road,Morris,IL,Grundy,60450,41.37299,-88.4026
756,Five Oaks RDF,890 E. 1500 North Road,Taylorville,IL,Christian,62568,39.546929999999996,-89.29486999999999
757,Freeport Municipal Landfill #4,2133 S. Walnut Road,Freeport,IL,Stephenson,61032,42.2657,-89.6212
758,Greene Valley RDF,9 S. 610 Greene Road,Naperville,IL,DuPage,60565,41.73045,-88.07444
759,H.O.D. Landfill,McMillen Road,Antioch,IL,Lake,60002,42.476000000000006,-88.08200000000001
761,Hickory Ridge Landfill Inc.,32246 375th Street,Baylis,IL,Pike,62314,39.698,-90.914
762,Illinois Landfill Inc.,16310 E. 4000 North Road,Hoopeston,IL,Vermilion,60942,40.445375,-87.63883
764,Indian Creek Landfill #2,24501 W. McMullen Road,Hopedale,IL,Tazewell,61747,40.427915000000006,-89.46491800000001
765,Jerseyville Sanitation Landfill,1336 Crystal Lake Road,Jerseyville,IL,Jersey,62052,39.0869,-90.3189
766,K & H Disposal Landfill,U.S. Route 52,Donovan,IL,Iroquois,60931,40.8833,-87.6161
767,Kankakee County RDF,6259 S. Route 45 & 52,Chebanse,IL,Kankakee,60922,41.031000000000006,-87.8624
769,Knox County LF #3,996 Knox Road 2150 North,Oneida,IL,Knox,61467,41.015,-90.24799999999999
770,Lake LF,1300 Willow Road,Northbrook,IL,Cook,60062,42.1055,-87.8125
771,Land & Lakes #1 and #2,1220 East 138th Street,Park Ridge,IL,Cook,60068,41.644648,-87.59333000000001
772,Land & Lakes #3,2000 E. 122nd Street,Chicago,IL,Cook,60633,41.6737,-87.5732
773,Land & Lakes/Willow Ranch Landfill,1371 N. Joliet Road,Romeoville,IL,Will,60446,41.670518,-88.062795
774,LandComp Landfill,2840 E. 13th Road,Ottawa,IL,LaSalle,61350,41.347899,-88.91350899999999
775,Landfill 33 Ltd.,1713 S. Willow Street,Effingham,IL,Effingham,62401,39.101,-88.52600000000001
777,Laraway RDF,21101 W. Laraway Road,Elwood,IL,Will,60421,41.45101,-88.10807
778,Lee County Landfill,"1214 South Bataan Road
1279 North Bataan Road",Dixon,IL,Lee,61021,41.731,-89.395
779,Litchfield-Hillsboro LF,2782 Landfill Trail,Litchfield,IL,Montgomery,62056,39.17,-89.615
780,Livingston LF,14206 E. 2100 North Road,Pontiac,IL,Livingston,61764,40.931779999999996,-88.65735
781,Mallard Lake LF,26 W. 580 Schick Road,Hanover Park,IL,DuPage,60133,41.9525,-88.1442
782,Milam Recycling and Disposal Facility,601 Madison Road,East St. Louis,IL,St. Clair,62201,38.6547,-90.1302
783,Modern Landfill,"3521 Centreville Avenue
near IL Route 158 & Mine Haul Road",Belleville,IL,St. Clair,62226,38.488459999999996,-90.02839
784,Morris Community LF,1501 Ashley Road,Morris,IL,Grundy,60450,41.3716,-88.4026
789,Pekin Metropolitan Landfill,11916 Towerline Road,Pekin,IL,Tazewell,61554,40.5664,-89.6282
790,Peoria City/County Landfills #1 and #2,11501 W. Cottonwood Road,Brimfield,IL,Peoria,61517,40.742538,-89.798606
791,Peoria Disposal Company #1,4349 W. Southport Road,Peoria,IL,Peoria,61528,40.7655,-89.6983
792,"Perry Ridge Landfill, Inc.",6305 Sacred Heart Road,Du Quoin,IL,Perry,62832,38.035,-89.301
793,Prairie View RDF,29755 S. Prairie View Drive,Wilmington,IL,Will,60481,41.34,-88.13
794,Quad Cities Landfill Phase IV,13606 Knoxville Road,Milan,IL,Rock Island,61264,41.379843,-90.510288
795,"Quad Cities LF Phases 1, 2, & 3",13606 Knoxville Road,Milan,IL,Rock Island,61264,41.3825,-90.5128
796,Quincy Landfills #2 and #3,Old Broadway Road,Quincy,IL,Adams,62301,39.9295,-91.27622
798,River Bend Prairie Landfill,"801 E. 138th Street
INT with Cottage Grove Avenue",Dolton,IL,Cook,60419,41.6446,-87.5979
799,Rochelle Municipal #2,6513 South Mulford Road,Rochelle,IL,Ogle,61068,41.926,-88.99700000000001
800,Roxana LF,4600 Cahokia Creek Road,Edwardsville,IL,Madison,62025,38.8274,-90.0125
801,Salem Municipal Landfill #2,900 E. Lake Street,Salem,IL,Marion,62881,38.6165,-88.9453
802,"Saline County Landfill, Inc.",5000 Whitesville Road,Harrisburg,IL,Saline,62946,37.671012,-88.462125
803,Sangamon Valley Landfill Inc.,2565 Sand Hill Road,Springfield,IL,Sangamon,62707,39.860188,-89.607711
804,Settler's Hill Recycling & Disposal Facility,1031 E. Fabyan Parkway,Batavia,IL,Kane,60510,41.86965,-88.28543
805,South Barrington Landfill,55 E. Mundhank Road,South Barrington,IL,Cook,60010,42.0816,-88.13
806,Southern Illinois Regional LF,1540 Landfill Road,De Soto,IL,Jackson,62924,37.8417,-89.258
807,Spoon Ridge Landfill,"10 Spoon Ridge Road
Route 1, Highway 97 North",Fairview,IL,Fulton,61432,40.6558,-90.1634
808,Streator Area LF No. 3,2111 Coalville Road,Streator,IL,Livingston,61364,41.0916,-88.8521
809,Sumner Landfill,SR-250 & E. 550th Avenue,Sumner,IL,Lawrence,62466,38.7167,-87.8063
810,Taylor Ridge LF,8400 77th Street West,Taylor Ridge,IL,Rock Island,61284,41.44378,-90.67702
811,Tazewell RDF,3550 E. Washington Street,East Peoria,IL,Tazewell,61611,40.68181,-89.51613
812,Upper Rock Island County LF,17201 20th Avenue North,East Moline,IL,Rock Island,61244,41.53629,-90.3766
813,Urbana Municipal #1,1210 E. University Avenue,Urbana,IL,Champaign,61801,40.109433,-88.193347
814,Urbana Municipal #2,1210 E. University Avenue,Urbana,IL,Champaign,61802,40.109433,-88.193347
816,Washington LF Inc.,Guth Road & Foster Road,Washington,IL,Tazewell,61571,40.6901,-89.4163
817,Wayne County Landfill,1339 IL Highway 15,Fairfield,IL,Wayne,62837,38.38,-88.447
818,West End Disposal Facility,1710 McFarland Road,Thompsonville,IL,Saline,62890,37.875603999999996,-88.702646
819,Wheatland Prairie RDF,25244 W. 111th Street,Plainfield,IL,Will,60585,41.684,-88.23899999999999
820,Whiteside County Landfill,18762 Lincoln Road,Morrison,IL,Whiteside,61270,41.79635,-89.88611999999999
821,Winnebago Landfill,8403 Lindenwood Road,Rockford,IL,Winnebago,61109,42.1597,-89.0554
822,Woodland RDF,7 N. 500 Route 25,South Elgin,IL,Kane,60177,41.98077,-88.26899999999999
823,Adams County North & South LFs,3775 North 200 East,Decatur,IN,Adams,46733,40.799690000000005,-84.898922
824,Advanced Disposal Blackfoot Landfill,3726 E. State Road 64,Winslow,IN,Pike,47598,38.33,-87.15
825,"Advanced Disposal Services Hoosier Landfill, Inc.",2710 E. 800 South,Claypool,IN,Kosciusko,46510,41.1165,-85.7869
827,Bartholomew County Landfill I,11110 E 25th Street,Columbus,IN,Bartholomew,47203,39.1295,-85.9125
828,Bartholomew County Landfill II,811 E CR 450 S,Columbus,IN,Bartholomew,47201,39.126999999999995,-85.9225
832,Caldwell LF,"11380 N 300 E
2920 E. US 52",Morristown,IN,Shelby,46161,39.686,-85.723
834,Center Point LF,2800 N CR 100 E,Center Point,IN,Clay,47840,39.4278,-87.0916
835,Clark-Floyd LF,14304 Highway 60,Borden,IN,Clark,47106,38.444,-85.84700000000001
836,Clinton County Landfill,2700 North State Road 39,Frankfort,IN,Clinton,46041,40.326,-86.559
839,County Line LF,7922 N. Old U.S. Highway 31,Argos,IN,Fulton,46501,41.16767,-86.23489000000001
841,Daviess County LF,1640 N 650E,Montgomery,IN,Daviess,47558,38.623709999999996,-87.04515
843,Decatur Hills LF,2090 S CR 280 E,Greensburg,IN,Decatur,47240,39.30695,-85.42849
844,Deercroft RDF,10501 West 300 North,Michigan City,IN,LaPorte,46360,41.651379999999996,-86.9031
846,Earthmovers LF,26488 County Road 26,Elkhart,IN,Elkhart,46517,41.62324,-85.97372
848,Elkhart County Landfill,59530 CR 7 S,Elkhart,IN,Elkhart,46517,41.6335,-85.9775
852,Gary Sanitary LF,1900 Burr Street,Gary,IN,Lake,46406,41.5837,-87.4089
858,Hayes Landfill,3450 S. Spiceland Road,New Castle,IN,Henry,47362,39.88778,-85.37626
859,Huntington City LF,515 S 300 W,Huntington,IN,Huntington,46750,40.82338,-85.5024
862,Jay County LF,5825 W 400 South,Portland,IN,Jay,47371,40.376,-85.09299999999999
863,Jennings County LF,5590 W County 175 Road N,North Vernon,IN,Jennings,47265,39.010428999999995,-85.697
864,LaGrange County LF,532 E 300 S,LaGrange,IN,LaGrange,46761,41.598,-85.415
865,Laubscher Meadows LF,2020 Laubscher Road,Evansville,IN,Vanderburgh,47720,38.0411,-87.6485
867,Liberty Landfill,"8635 E. State Road 16
~2 miles east of Buffalo",Monticello,IN,White,47960,40.885999999999996,-86.7
870,Medora SLF,546 County Road 870 West,Medora,IN,Jackson,47260,38.8671,-86.1997
871,Monroe County LF,7740 N. Fish Road,Bloomington,IN,Monroe,47408,39.27621,-86.47277
872,Munster LF,9751 Calumet Avenue,Munster,IN,Lake,46321,41.532,-87.5068
873,National Serv-All LF,6231 MacBeth Road,Fort Wayne,IN,Allen,46809,41.03109,-85.21634
875,New Paris Pike LF,5242 New Paris Pike,Richmond,IN,Wayne,47374,39.8512,-84.8315
877,Newton County Landfill,2266 E. 500 South Road,Brook,IN,Newton,47922,40.9263,-87.3487
882,Oak Ridge RDF,2905 South 150 East,Logansport,IN,Cass,46947,40.719770000000004,-86.3462
885,Prairie View RDF,15055 Shively Road,Bremen,IN,St. Joseph,46506,41.5005,-86.1725
886,Randolph Farms LF,7256 W CR 600 S,Modoc,IN,Randolph,47358,40.07745,-85.11041999999999
890,South Side Landfill Inc.,2561 Kentucky Avenue,Indianapolis,IN,Marion,46221,39.727940000000004,-86.20846999999999
893,Spencer County,SR 70 & SR 245,Grandview,IN,Spencer,47615,38.0009,-86.90299999999999
895,Sullivan County LF,N County Road 375 E,Cass Township,IN,Sullivan,47882,39.085783,-87.336315
896,Sycamore Ridge Landfill & Victory Landfill,"5621 East Cottom Drive
12247 South Mill Street, Terre Haute",Pimento,IN,Vigo,47866,39.3055,-87.3315
899,Tipton County LF,229 W 300 S,Tipton,IN,Tipton,46072,40.2616,-86.016243
900,Twin Bridges RDF,124 Twin Bridges Road,Danville,IN,Hendricks,46122,39.75,-86.5
901,Uniontown Landfill,3512 S US 31,Crothersville,IN,Jackson,47229,38.8317,-85.839
902,United Refuse LF,5000 Smith Road,Fort Wayne,IN,Allen,46804,41.0387,-85.2112
904,Wabash Valley LF,316 Spring Valley Road,Wabash,IN,Wabash,46992,40.821999999999996,-85.8
907,Washington County LF,2682 N Highland Road,Salem,IN,Washington,47167,38.6405,-86.1233
908,West Clinton LF,13150 South Kanizer Drive,Clinton,IN,Vermillion,47842,39.6938,-87.4139
909,Wheeler RDF,540 North 625 West,Hobart,IN,LaPorte,46342,41.515,-87.198
911,Worthington LF,8226 N 500 W,Worthington,IN,Greene,47471,39.132,-87.038
912,Allen County LF,1170 2800th Street,La Harpe,KS,Allen,66751,37.90316,-95.2808
914,Barton County SLF,350 NE 30 Road,Great Bend,KS,Barton,67530,38.41,-98.708
915,Brooks Landfill,4100 N West Street,Wichita,KS,Sedgwick,67205,37.76181,-97.386561
916,Butler County Landfill,2963 SW 40th,El Dorado,KS,Butler,67042,37.76591,-96.89779
924,Coffey County LF,1498 12th Lane SE,Burlington,KS,Coffey,66839,38.2065,-95.708
928,Finney County Landfill / Western Plains Regional LF,1250 S. Raceway Road,Garden City,KS,Finney,67846,37.94,-100.76700000000001
929,Ford County Closed LF,10099 - 113 Road,Dodge City,KS,Ford,67801,37.767216,-99.974384
930,Ford County Open LF,10348 110 Road,Dodge City,KS,Ford,67801,37.8642,-100.0495
931,"Forest View Landfill, LLC",4800 Kaw Drive,Kansas City,KS,Wyandotte,66102,39.10407,-94.68839
935,Hamm SLF,16984 3rd Street,Lawrence,KS,Jefferson,66044,39.0465,-95.2626
936,Harvey County LF,3205 SW 24th Street,Newton,KS,Harvey,67114,38.015321,-97.388199
939,Johnson County LF,"17955 Holiday Drive
18181 W. 53rd",Shawnee,KS,Johnson,66217,39.04226,-94.79455
941,Kiowa County Landfill,10263 31st Avenue,Greensburg,KS,Kiowa,67054,37.533854999999996,-99.294238
942,Kiowa County LF,"Hwy 183
3.5 mi N of Town",Greensburg,KS,Kiowa,67054,37.640368,-99.32425500000001
944,Marion County LF,2.5 mi S & 3 mi W of Marion,Marion,KS,Marion,66861,38.335,-97.03
945,McPherson County Landfill,1472 Pueblo Road,McPherson,KS,McPherson,67460,38.4784,-97.6536
946,Mitchell County LF,1993 280 Road,Beloit,KS,Mitchell,67420,39.493,-98.156
949,Oak Grove Landfill,1150 E 700th Avenue,Arcadia,KS,Crawford,66711,37.62973,-94.64125
951,Phillips County LF,1799 Center Road,Phillipsburg,KS,Phillips,67661,39.747,-99.3385
952,Plumb Thicket Landfill,440 NE 150th Road,Harper,KS,Harper,67058,37.373000000000005,-97.961
953,Pratt County LF,20261 SE 10th Avenue,Pratt,KS,Pratt,67124,37.611999999999995,-98.7325
956,Reno County MSWLF,703 South Mohawk Road,Hutchinson,KS,Reno,67501,38.04,-98.0
957,Resource Recovery LF,4237 CR 5300,Cherryvale,KS,Montgomery,67335,37.211999999999996,-95.58
958,Rolling Meadows LF,7352 NW Highway 75,Topeka,KS,Shawnee,66618,39.17906,-95.72004
959,Rooks County LF,1710 S Road,Plainville,KS,Rooks,67663,39.306999999999995,-99.305
961,Russell County LF,18536 Land Road,Russell,KS,Russell,67665,38.957525,-98.848158
962,Salina MSWLF,4292 South Burma Road,Salina,KS,Saline,67401,38.7581,-97.6868
963,Seward County Landfill,1703 E. 8th Street,Liberal,KS,Seward,67901,37.048359999999995,-100.90394
969,Trego County LF,24064 M Road,Wakeeney,KS,Trego,67672,38.958,-99.898
971,Wheatland LF,213 N.E. Belleview Road,Columbus,KS,Cherokee,66725,37.23689,-94.82838000000001
972,Wichita County LF,13500 Road R,Leoti,KS,Wichita,67861,38.45251,-101.34195
973,Advanced Disposal Morehead Landfill Inc.,300 Old Phelps Road,Morehead,KY,Rowan,40351,38.189023999999996,-83.54298299999999
974,Bavarian Trucking Company LF,12764 McCoys Fork Road,Walton,KY,Boone,41094,38.8631,-84.656
975,Benson Valley LF,2157 Highway 151,Frankfort,KY,Franklin,40601,38.13136,-84.9807
976,Big Run Landfill,1837 River Cities Drive,Ashland,KY,Boyd,41102,38.3718,-82.74700000000001
977,Blue Ridge RDF,2700 Winchester Road,Irvine,KY,Estill,40336,37.7269,-83.9855
978,Central Kentucky Landfill,493 Double Culvert Road,Georgetown,KY,Scott,40324,38.346693,-84.545753
979,City of Bowling Green LF,5301 Glen Lily Road,Bowling Green,KY,Butler,42101,37.03,-86.5275
980,City of Hopkinsville LF,5665 Mt. Zoar Latham Road,Hopkinsville,KY,Christian,42240,36.9413,-87.5034
981,City of Owensboro LF,Hill Bridge Road,Owensboro,KY,Daviess,42303,37.68,-87.0755
983,"Cooksey Brothers Disposal Company, Inc. LF",401 North Big Run Road,Ashland,KY,Boyd,41102,38.3676,-82.7129
984,Dozit Company Inc. Landfill,4075 State Road 360,Morganfield,KY,Union,42437,37.743,-87.9737
985,Epperson Waste Disposal,2360 Cynthiana Road,Williamstown,KY,Grant,41097,38.6138,-84.5331
987,Glasgow Regional Landfill,400 Glen Garry Road,Glasgow,KY,Barren,42141,36.9857,-85.956
988,Green Valley Landfill,100 Addington Drive,Ashland,KY,Greenup,41102,38.399,-82.811
989,Haley Pike Landfill,4172 Hedger Lane,Lexington,KY,Fayette,40516,38.058,-84.29700000000001
990,Hardin County Landfill,1620 Audubon Trace,Elizabethtown,KY,Hardin,42701,37.7361,-85.6994
991,Hopkins County Regional Landfill,300 Grays Branch Road,White Plains,KY,Hopkins,42464,37.1408,-87.3996
992,Laurel Ridge Landfill Inc.,3612 East Highway 552,Lily,KY,Laurel,40740,37.011109999999995,-84.07897
994,Maysville-Mason County LF,7055 Clarkson-Sherman Road,Maysville,KY,Mason,41056,38.590109999999996,-83.71531
996,Nelson County SWDF,1025 Airport Road,Bardstown,KY,Nelson,40004,37.8169,-85.5392
997,Ohio County Balefill Landfill,100 Landfill Lane,Beaver Dam,KY,Ohio,42320,37.408,-86.9325
998,Outer Loop RDF,2673 Outer Loop,Louisville,KY,Jefferson,40219,38.13577,-85.71611999999999
1000,Pike County Landfill,635 Ford Mountian Road,Varney,KY,Pike,41571,37.5816,-82.4414
1001,Pulaski Grading LF,320 Dixie Bend Road,Burnside,KY,Pulaski,42519,36.946999999999996,-84.54666
1002,Rumpke/Montgomery County LF,"30 Larison Road
8 mi. S. of Mt. Sterling off of KY Rt. 11",Jeffersonville,KY,Montgomery,40337,37.9506,-83.9529
1003,Rumpke/Pendleton County LF,"1374 Bryan Griffin Road
6 mi. N. of Falmouth, N. of Rt. 17 & US 27 INTXN",Butler,KY,Pendleton,41006,38.732,-84.41
1004,Southern Sanitation LF,478 Coopertown Road,Russellville,KY,Logan,42276,36.88662,-86.91781999999999
1006,"Tri-K Landfill, Inc.",1905 Kentucky Highway 3249,Stanford,KY,Lincoln,40484,37.47,-84.6599
1007,Valley View LF,9120 Sulphur Road,Sulphur,KY,Trimble,40070,38.505,-85.29
1008,Waste Path Sanitary Landfill LLC,1637 Shar-Cal Road,Calvert City,KY,Marshall,42029,37.0514,-88.3961
1009,West Daviess County Landfill,7772 Hwy 815,Owensboro,KY,Daviess,42301,37.667,-87.28
1010,West Kentucky Landfill,3426 U.S. 45 South,Mayfield,KY,Graves,42066,36.7149,-88.6748
1011,Williams LF,4876 Kings Church Road,Taylorsville,KY,Spencer,40071,38.1016,-85.4458
1012,Acadia Parish SLF,611 Petal Road,Egan,LA,Acadia,70531,30.2546,-92.5306
1013,Area 90 LF,5301 Highway 90,Avondale,LA,Jefferson,70094,29.908,-90.257
1014,Choctaw Road Landfill,22249 Choctaw Road,Franklinton,LA,Washington,70438,30.877240000000004,-90.03477
1015,Colonial LF,5328 Highway 70,Sorrento,LA,Ascension,70778,30.149167,-90.872778
1016,Crescent Acres LF,6599 Florida Avenue,New Orleans,LA,Orleans,70126,29.9734,-89.9964
1017,East Baton Rouge Parish LF,"100 Thomas Road
off US 61",Baton Rouge,LA,East Baton Rouge,70807,30.551896000000003,-91.197663
1018,EBR Parish North Landfill,16001 Samuels Road,Zachary,LA,East Baton Rouge,70791,30.599,-91.234
1019,Greater New Orleans LF,5700 Highway 90 West,Avondale,LA,Jefferson,70094,29.91797,-90.265
1020,"Harold J. ""Babe"" Landry LF",752 Thorguson Drive,Berwick,LA,St. Mary,70342,29.68,-91.242
1021,IESI Timberlane Landfill,1158 Landfill Road,Oakdale,LA,Allen,71463,30.8669,-92.60700000000001
1022,Jefferson Davis Parish Landfill,16547 Landfill Road,Welsh,LA,Jefferson Davis,70591,30.27083,-92.865
1023,Jefferson Parish SLF,5800 Highway 90 W,Avondale,LA,Jefferson,70094,29.926,-90.25399999999999
1024,La Salle/Grant Parish SLF,Highway 127 N,Jena,LA,La Salle,71342,31.795,-92.1912
1027,Magnolia Landfill,"1000 Russell Sage Road
0.25 miles south of I-20, exit 124",Monroe,LA,Ouachita,71202,32.478,-91.99799999999999
1028,Mundy Landfill,2712 U.S. 84,Mansfield,LA,De Soto,71052,32.06,-93.59200000000001
1029,N. Dugas LF,Dugas Road North,Lafayette,LA,Lafayette,70507,30.2833,-92.0695
1030,Recovery I LF,17000 Chef Menteur Highway,New Orleans,LA,Orleans,70129,30.0523,-89.8799
1031,"Reliable Landfill, LLC","9533 Moore Lane
U.S. Highway 190 W.",Torbert,LA,Pointe Coupee,70762,30.55,-91.47
1032,River Birch Landfill,2000 South Kenner Avenue,Westwego,LA,Jefferson,70094,29.932,-90.258
1033,Sabine Parish SLF,955 Sabine Landfill Road,Many,LA,Sabine,71443,31.6155,-93.555
1035,St. Landry Parish LF,417 Solid Waste Road,Washington,LA,St. Landry,70589,30.68627,-92.06458
1037,Tangipahoa Parish Regional Solid Waste Facility,57510 Hano Road,Independence,LA,Tangipahoa,70443,30.6862,-90.5653
1038,Tensas Parish LF,Parish Road 307 (Walker Road),St. Joseph,LA,Tensas,71366,31.987,-91.271
1039,Terrebonne Parish LF,337 Ashland Landfill Road,Houma,LA,Terrebonne,70363,29.5182,-90.6701
1040,Union Parish SLF,"356 Landfill Road
3 mi. N of Farmerville on Hwy 15",Farmerville,LA,Union,71241,32.818000000000005,-92.38600000000001
1041,Venice Landfill,339 Coast Guard Road,Venice,LA,Plaquemines,70091,29.2553,-89.36399999999999
1042,Vermilion Parish Landfill,8500 Birch Road,Abbeville,LA,Vermilion,70510,30.03,-92.1364
1043,Webster Parish LF,493 Landfill Road,Minden,LA,Webster,71055,32.628,-93.39399999999999
1044,West Carroll SLF,"448 Landfill Road
S. of Hwy 582",Oak Grove,LA,West Carroll,71263,32.7635,-91.3464
1045,White Oaks Landfill,588 Meadowlark Drive,Monroe,LA,Ouachita,71203,32.496970000000005,-91.98176
1046,Woodland Hills LF,I-10 & Cities Services Highway,Sulphur,LA,Calcasieu,70663,30.221999999999998,-93.387
1047,Woodside SLF & Recycling Center,29340 Woodside Drive,Walker,LA,Livingston,70785,30.488459999999996,-90.82688
1048,Woolworth Road Landfill,10580 Woolworth Road,Keithville,LA,Caddo,71047,32.380720000000004,-93.90013
