Unnamed: 0,Landfill Name,State_x,County,State_y,"Age-Adjusted Incidence Rate - cases per 100,000",Average Annual Count,Recent Trend,Clean State
769,Knox County LF #3,IL,Knox, Illinois,470.2,338,stable,IL
774,LandComp Landfill,IL,LaSalle,0,0,0,0,0
775,Landfill 33 Ltd.,IL,Effingham, Illinois,490.7,210,stable,IL
780,Livingston LF,IL,Livingston, Illinois,517,250,stable,IL
790,Peoria City/County Landfills #1 and #2,IL,Peoria, Illinois,494.8,1094,falling,IL
794,Quad Cities Landfill Phase IV,IL,Rock Island, Illinois,459.6,875,falling,IL
803,Sangamon Valley Landfill Inc.,IL,Sangamon, Illinois,532.5,1315,stable,IL
804,Settler's Hill Recycling & Disposal Facility,IL,Kane, Illinois,438,2378,falling,IL
813,Urbana Municipal #1,IL,Champaign, Illinois,441.8,863,stable,IL
820,Whiteside County Landfill,IL,Whiteside, Illinois,472.6,375,stable,IL
825,"Advanced Disposal Services Hoosier Landfill, Inc.",IN,Kosciusko, Indiana,446.5,412,stable,IN
827,Bartholomew County Landfill I,IN,Bartholomew, Indiana,457.2,433,stable,IN
835,Clark-Floyd LF,IN,Clark, Indiana,488,654,falling,IN
841,Daviess County LF,IN,Daviess, Indiana,437.1,163,stable,IN
844,Deercroft RDF,IN,LaPorte, Indiana,474.1,662,stable,IN
846,Earthmovers LF,IN,Elkhart, Indiana,436.6,956,falling,IN
858,Hayes Landfill,IN,Henry, Indiana,471.7,306,stable,IN
859,Huntington City LF,IN,Huntington, Indiana,445.3,202,stable,IN
862,Jay County LF,IN,Jay, Indiana,484.9,127,stable,IN
863,Jennings County LF,IN,Jennings, Indiana,492.6,163,stable,IN
864,LaGrange County LF,IN,LaGrange, Indiana,378.4,144,stable,IN
865,Laubscher Meadows LF,IN,Vanderburgh, Indiana,471.6,1040,stable,IN
867,Liberty Landfill,IN,White, Indiana,467.6,155,stable,IN
873,National Serv-All LF,IN,Allen, Indiana,433.2,1732,falling,IN
882,Oak Ridge RDF,IN,Cass, Indiana,424,206,falling,IN
885,Prairie View RDF,IN,St. Joseph, Indiana,431.8,1333,falling,IN
886,Randolph Farms LF,IN,Randolph, Indiana,457.8,159,stable,IN
893,Spencer County,IN,Spencer, Indiana,418.9,118,stable,IN
895,Sullivan County LF,IN,Sullivan, Indiana,453.6,120,stable,IN
896,Sycamore Ridge Landfill & Victory Landfill,IN,Vigo, Indiana,478.1,591,falling,IN
899,Tipton County LF,IN,Tipton, Indiana,488.6,102,stable,IN
900,Twin Bridges RDF,IN,Hendricks, Indiana,461.8,772,falling,IN
904,Wabash Valley LF,IN,Wabash, Indiana,460.5,202,stable,IN
908,West Clinton LF,IN,Vermillion, Indiana,477.3,103,stable,IN
914,Barton County SLF,KS,Barton,0,0,0,0,0
915,Brooks Landfill,KS,Sedgwick,0,0,0,0,0
916,Butler County Landfill,KS,Butler,0,0,0,0,0
924,Coffey County LF,KS,Coffey,0,0,0,0,0
928,Finney County Landfill / Western Plains Regional LF,KS,Finney,0,0,0,0,0
929,Ford County Closed LF,KS,Ford,0,0,0,0,0
931,"Forest View Landfill, LLC",KS,Wyandotte,0,0,0,0,0
936,Harvey County LF,KS,Harvey,0,0,0,0,0
941,Kiowa County Landfill,KS,Kiowa,0,0,0,0,0
945,McPherson County Landfill,KS,McPherson,0,0,0,0,0
949,Oak Grove Landfill,KS,Crawford,0,0,0,0,0
951,Phillips County LF,KS,Phillips,0,0,0,0,0
952,Plumb Thicket Landfill,KS,Harper,0,0,0,0,0
953,Pratt County LF,KS,Pratt,0,0,0,0,0
956,Reno County MSWLF,KS,Reno,0,0,0,0,0
958,Rolling Meadows LF,KS,Shawnee,0,0,0,0,0
959,Rooks County LF,KS,Rooks,0,0,0,0,0
961,Russell County LF,KS,Russell,0,0,0,0,0
963,Seward County Landfill,KS,Seward,0,0,0,0,0
969,Trego County LF,KS,Trego,0,0,0,0,0
972,Wichita County LF,KS,Wichita,0,0,0,0,0
973,Advanced Disposal Morehead Landfill Inc.,KY,Rowan, Kentucky,516.3,126,stable,KY
976,Big Run Landfill,KY,Boyd, Kentucky,533.2,348,falling,KY
977,Blue Ridge RDF,KY,Estill, Kentucky,610.1,113,stable,KY
985,Epperson Waste Disposal,KY,Grant, Kentucky,548.4,143,stable,KY
987,Glasgow Regional Landfill,KY,Barren, Kentucky,539,295,rising,KY
988,Green Valley Landfill,KY,Greenup, Kentucky,527.5,265,stable,KY
990,Hardin County Landfill,KY,Hardin, Kentucky,535.4,614,stable,KY
991,Hopkins County Regional Landfill,KY,Hopkins, Kentucky,477.4,287,stable,KY
992,Laurel Ridge Landfill Inc.,KY,Laurel, Kentucky,546.3,393,stable,KY
994,Maysville-Mason County LF,KY,Mason, Kentucky,507.9,113,stable,KY
996,Nelson County SWDF,KY,Nelson, Kentucky,524,273,stable,KY
997,Ohio County Balefill Landfill,KY,Ohio, Kentucky,510.5,156,stable,KY
1003,Rumpke/Pendleton County LF,KY,Pendleton, Kentucky,539,94,stable,KY
1004,Southern Sanitation LF,KY,Logan, Kentucky,528.3,185,stable,KY
1006,"Tri-K Landfill, Inc.",KY,Lincoln, Kentucky,561.5,176,rising,KY
1007,Valley View LF,KY,Trimble, Kentucky,530,57,stable,KY
1010,West Kentucky Landfill,KY,Graves, Kentucky,490.7,235,stable,KY
1012,Acadia Parish SLF,LA,Acadia,0,0,0,0,0
1015,Colonial LF,LA,Ascension,0,0,0,0,0
1016,Crescent Acres LF,LA,Orleans,0,0,0,0,0
1017,East Baton Rouge Parish LF,LA,East Baton Rouge,0,0,0,0,0
1020,"Harold J. ""Babe"" Landry LF",LA,St. Mary,0,0,0,0,0
1022,Jefferson Davis Parish Landfill,LA,Jefferson Davis,0,0,0,0,0
1024,La Salle/Grant Parish SLF,LA,La Salle,0,0,0,0,0
1027,Magnolia Landfill,LA,Ouachita,0,0,0,0,0
1028,Mundy Landfill,LA,De Soto,0,0,0,0,0
1029,N. Dugas LF,LA,Lafayette,0,0,0,0,0
1031,"Reliable Landfill, LLC",LA,Pointe Coupee,0,0,0,0,0
1033,Sabine Parish SLF,LA,Sabine,0,0,0,0,0
1035,St. Landry Parish LF,LA,St. Landry,0,0,0,0,0
1037,Tangipahoa Parish Regional Solid Waste Facility,LA,Tangipahoa,0,0,0,0,0
1038,Tensas Parish LF,LA,Tensas,0,0,0,0,0
1039,Terrebonne Parish LF,LA,Terrebonne,0,0,0,0,0
1041,Venice Landfill,LA,Plaquemines,0,0,0,0,0
1044,West Carroll SLF,LA,West Carroll,0,0,0,0,0
1046,Woodland Hills LF,LA,Calcasieu,0,0,0,0,0
1048,Woolworth Road Landfill,LA,Caddo,0,0,0,0,0
1049,Acushnet LF,MA,Bristol, Massachusetts,437.6,3030,falling,MA
1050,Amherst LF,MA,Hampshire, Massachusetts,408.2,767,falling,MA
1052,Barnstable LF,MA,Barnstable, Massachusetts,483,1901,falling,MA
1053,Bondi Island Landfill,MA,Hampden, Massachusetts,428.8,2431,falling,MA
1056,Carver-Marion-Wareham Landfill,MA,Plymouth, Massachusetts,486.3,3187,falling,MA
1064,Fitchburg-Westminster LF,MA,Worcester, Massachusetts,470.8,4544,falling,MA
1065,Gardner Street Landfill,MA,Suffolk, Massachusetts,428.9,3178,falling,MA
1071,Haverhill Landfill,MA,Essex, Massachusetts,462.4,4439,falling,MA
1074,Lowell LF,MA,Middlesex, Massachusetts,441.1,8027,falling,MA
1079,Nantucket LF,MA,Nantucket, Massachusetts,491.4,62,falling,MA
1084,Plainville LF,MA,Norfolk, Massachusetts,474.6,4087,falling,MA
1102,Beulah Municipal Landfill,MD,Dorchester, Maryland,484.1,223,stable,MD
1104,Brown Station Road Sanitary Landfill,MD,Prince George's,0,0,0,0,0
1105,Cecil County Central Landfill,MD,Cecil, Maryland,531.8,635,rising,MD
1108,Charles County Landfill #2,MD,Charles, Maryland,446.8,714,stable,MD
1109,Eastern Sanitary Landfill Solid Waste Management Facility (ESL),MD,Baltimore, Maryland,492,5024,stable,MD
1109,Eastern Sanitary Landfill Solid Waste Management Facility (ESL),MD,Baltimore, Maryland,489.5,3263,stable,MD
1113,Garrett County SWD and RF,MD,Garrett, Maryland,413.8,179,stable,MD
1114,Glen Burnie Landfill,MD,Anne Arundel, Maryland,462.3,2937,falling,MD
1117,Harford Waste Disposal Center,MD,Harford, Maryland,512.8,1546,stable,MD
1121,Midshore I - Regional Solid Waste Facility,MD,Talbot, Maryland,462.1,299,stable,MD
1122,Midshore II - Regional Solid Waste Facility,MD,Caroline, Maryland,486.6,194,stable,MD
1124,Mountainview SLF,MD,Allegany, Maryland,511.2,511,stable,MD
1126,Newland Park SLF,MD,Wicomico, Maryland,537.5,622,stable,MD
1132,Pennington Avenue LF,MD,Baltimore city,0,0,0,0,0
1136,Reich's Ford Road SLF,MD,Frederick, Maryland,449.1,1239,falling,MD
1139,Saint Andrews SLF,MD,St. Mary's,0,0,0,0,0
1144,Westover/Ring SLF,MD,Somerset, Maryland,495.8,152,stable,MD
1146,Bath LF,ME,Sagadahoc, Maine,407,212,falling,ME
1147,Brunswick LF,ME,Cumberland, Maine,459.1,1720,falling,ME
1151,Dolby Landfill,ME,Penobscot, Maine,508.6,1004,stable,ME
1153,Hatch Hill LF,ME,Kennebec, Maine,462.6,772,falling,ME
1155,Little Squaw LF,ME,Piscataquis, Maine,508.8,147,stable,ME
1157,Presque Isle LF,ME,Aroostook, Maine,478.4,508,falling,ME
1165,Adrian Landfill,MI,Lenawee, Michigan,421.2,540,stable,MI
1166,Advanced Disposal Arbor Hills Landfill Inc.,MI,Washtenaw, Michigan,422.7,1551,falling,MI
1168,Autumn Hills Recycling & Disposal Facility,MI,Ottawa, Michigan,386.8,1168,falling,MI
1169,Brent Run Landfill,MI,Genesee, Michigan,477.5,2440,falling,MI
1172,Cedar Ridge Recycling & Disposal Facility,MI,Charlevoix, Michigan,437.6,174,stable,MI
1173,"Central Sanitary Landfill, Inc.",MI,Montcalm, Michigan,414.8,330,stable,MI
1176,City of Midland Sanitary LF,MI,Midland, Michigan,413,445,rising,MI
1178,Dafter Sanitary Landfill Inc,MI,Chippewa, Michigan,399,189,stable,MI
1179,Delta County Landfill,MI,Delta, Michigan,445.4,255,stable,MI
1180,Eagle Valley RDF,MI,Oakland, Michigan,480.9,7343,falling,MI
1181,Elk Run Sanitary Landfill,MI,Presque Isle, Michigan,431,106,falling,MI
1182,Forest Lawn Landfill,MI,Berrien, Michigan,453.5,953,falling,MI
1183,Glen's Sanitary Landfill Inc.,MI,Leelanau, Michigan,430.3,159,stable,MI
1186,Hastings Sanitary Landfill,MI,Barry, Michigan,366,287,stable,MI
1188,Huron Landfill,MI,Huron, Michigan,446.6,230,falling,MI
1189,K&W LF,MI,Ontonagon, Michigan,378.8,51,stable,MI
1193,Manistee County LF,MI,Manistee, Michigan,415.4,167,falling,MI
1194,Marquette County SWL,MI,Marquette, Michigan,411.5,354,falling,MI
1196,Menominee Landfill,MI,Menominee, Michigan,396.6,148,stable,MI
1197,Montmorency-Oscoda-Alpena Landfill,MI,Montmorency, Michigan,451.1,81,falling,MI
1198,Muskegon County SWF,MI,Muskegon, Michigan,444.6,942,falling,MI
1199,Northern Oaks Recycling & Disposal Facility,MI,Clare, Michigan,477.4,223,stable,MI
1203,"People's Landfill, Inc.",MI,Saginaw, Michigan,455.4,1167,stable,MI
1204,Pine Tree Acres LF Inc.,MI,Macomb, Michigan,494.7,5320,falling,MI
1214,Tri-City RDF,MI,Sanilac, Michigan,441.3,261,stable,MI
1215,Venice Park Recycling & Disposal Facility,MI,Shiawassee, Michigan,480.8,429,stable,MI
1220,Wexford County Landfill,MI,Wexford, Michigan,499.1,218,stable,MI
1223,Wood Island Waste Management Inc.,MI,Alger, Michigan,402.4,62,stable,MI
1225,Advanced Disposal Rolling Hills Landfill Inc.,MN,Wright,0,0,0,0,0
1226,Albert Lea Landfill,MN,Freeborn,0,0,0,0,0
1227,Anoka-Ramsey Sanitary LF,MN,Anoka,0,0,0,0,0
1229,Blue Earth County/Ponderosa Sanitary Landfill,MN,Blue Earth,0,0,0,0,0
1231,Burnsville SLF,MN,Dakota,0,0,0,0,0
1234,Crow Wing County SLF,MN,Crow Wing,0,0,0,0,0
1235,East Central SLF (ECSWC),MN,Kanabec,0,0,0,0,0
1236,Elk River SLF Inc.,MN,Sherburne,0,0,0,0,0
1237,Flying Cloud SLF,MN,Hennepin,0,0,0,0,0
1240,Kandiyohi County SLF,MN,Kandiyohi,0,0,0,0,0
1243,Lyon County SLF,MN,Lyon,0,0,0,0,0
1244,Mar-Kit Sanitary Landfill,MN,Kittson,0,0,0,0,0
1245,Morrison County Landfill,MN,Morrison,0,0,0,0,0
1246,Nobles County Landfill Inc.,MN,Nobles,0,0,0,0,0
1247,Olmsted County/Kalmar LF,MN,Olmsted,0,0,0,0,0
1250,Rice County SLF,MN,Rice,0,0,0,0,0
1251,Roseau County LF,MN,Roseau,0,0,0,0,0
1252,Spruce Ridge Landfill,MN,McLeod,0,0,0,0,0
1255,Steele County SLF,MN,Steele,0,0,0,0,0
1258,WLSSD SLF,MN,St. Louis,0,0,0,0,0
1266,Backridge Landfill,MO,Lewis, Missouri,445.6,57,stable,MO
1274,Central Missouri SLF,MO,Pettis, Missouri,478.5,245,stable,MO
1278,City of Maryville Sanitary Landfill,MO,Nodaway, Missouri,440.7,103,stable,MO
1293,Fulton SLF,MO,Callaway, Missouri,447.5,237,stable,MO
1303,Jackson County Landfill,MO,Cape Girardeau, Missouri,454,418,stable,MO
1304,Jefferson City Sanitary Landfill,MO,Cole, Missouri,441.8,398,falling,MO
1313,Lemons East Sanitary Landfill / Lemons West Landfill,MO,Stoddard, Missouri,485.7,197,stable,MO
1334,Plattco/Riverview,MO,Platte, Missouri,438.9,475,stable,MO
1348,St. Joseph City SLF,MO,Buchanan, Missouri,479.2,499,falling,MO
1367,Byram Landfill,MS,Hinds, Mississippi,481.9,1241,stable,MS
1368,Central Landfill,MS,Pearl River, Mississippi,500.9,356,stable,MS
1370,City of Durant LF,MS,Holmes, Mississippi,554.6,111,stable,MS
1374,Golden Triangle Regional Landfill,MS,Oktibbeha, Mississippi,425,172,stable,MS
1375,Gulf Pines LF,MS,Harrison, Mississippi,494.5,1096,stable,MS
1379,Kemper County Solid Waste Landfill,MS,Kemper, Mississippi,378.3,51,stable,MS
1380,Leflore County Landfill,MS,Leflore, Mississippi,505.3,160,rising,MS
1383,Northeast Mississippi Regional Landfill,MS,Tippah, Mississippi,466.2,123,rising,MS
1388,Pleasant Hills,MS,DeSoto, Mississippi,458.1,807,rising,MS
1389,Prairie Bluff Sanitary Landfill,MS,Chickasaw, Mississippi,469.7,101,stable,MS
1390,Three Rivers Regional Landfill,MS,Pontotoc, Mississippi,460.4,163,stable,MS
1391,Tunica Landfill,MS,Tunica, Mississippi,509,50,stable,MS
1393,Billings City Landfill,MT,Yellowstone, Montana,510,962,rising,MT
1395,City of Bozeman SLF,MT,Gallatin, Montana,433.9,420,stable,MT
1404,Flathead County Landfill,MT,Flathead, Montana,522.5,667,stable,MT
1406,High Plains SLF,MT,Cascade, Montana,427.9,447,falling,MT
1409,Lewis & Clark County Landfill,MT,Lewis and Clark,0,0,0,0,0
1412,Missoula Landfill,MT,Missoula, Montana,419,532,falling,MT
1422,Alamance County Landfill,NC,Alamance, North Carolina,494,962,stable,NC
1423,Alexander County Landfill,NC,Alexander, North Carolina,469.2,238,stable,NC
1425,Anderson Creek LF Harnett County,NC,Harnett, North Carolina,490.9,609,stable,NC
1427,Anson County Waste Management Facility,NC,Anson, North Carolina,451.5,148,stable,NC
1428,Ashe County Landfill,NC,Ashe, North Carolina,445.6,187,stable,NC
1429,Avery County LF,NC,Avery, North Carolina,484.3,123,stable,NC
1432,Blackburn SLF,NC,Catawba, North Carolina,465.1,922,stable,NC
1434,Brunswick County LF,NC,Brunswick, North Carolina,466.4,1002,rising,NC
1435,Buncombe County New Landfill,NC,Buncombe, North Carolina,471.1,1597,stable,NC
1437,Caldwell County Mt. Herman Landfill,NC,Caldwell, North Carolina,483.8,542,stable,NC
1438,Canton LF-Haywood County,NC,Haywood, North Carolina,515.7,492,stable,NC
1440,Caswell County LF,NC,Caswell, North Carolina,485.3,164,stable,NC
1441,Charlotte Motor Speedway Landfill V,NC,Cabarrus, North Carolina,479.7,998,falling,NC
1445,City of Albemarle LF,NC,Stanly, North Carolina,482.5,385,stable,NC
1446,City of Durham SLF,NC,Durham, North Carolina,453.1,1356,falling,NC
1447,City of Greensboro White Street Landfill,NC,Guilford, North Carolina,481,2810,stable,NC
1449,Cleveland County LF,NC,Cleveland, North Carolina,503.9,638,rising,NC
1450,Cliffside South Rutherford County LF,NC,Rutherford, North Carolina,472.5,453,stable,NC
1451,"Columbus County, ARS",NC,Columbus, North Carolina,451.2,345,stable,NC
1452,Craven County LF,NC,Craven, North Carolina,498.4,643,stable,NC
1456,Davidson County LF,NC,Davidson, North Carolina,490.5,1039,stable,NC
1457,Davie County LF,NC,Davie, North Carolina,501.6,297,stable,NC
1459,East Carolina Regional LF,NC,Bertie, North Carolina,440.2,130,stable,NC
1461,Edgecombe County LF,NC,Edgecombe, North Carolina,453.8,325,stable,NC
1462,Feltonsville Sanitary Landfill,NC,Wake, North Carolina,459.8,4439,falling,NC
1465,Gaston County LF,NC,Gaston, North Carolina,487.2,1256,stable,NC
1467,Granville County LF 1,NC,Granville, North Carolina,503.9,368,falling,NC
1474,Henderson County LF,NC,Henderson, North Carolina,457.3,836,falling,NC
1475,Hertford County LF,NC,Hertford, North Carolina,389.1,128,falling,NC
1476,Hoke County LF,NC,Hoke, North Carolina,464,205,stable,NC
1477,Iredell County LF,NC,Iredell, North Carolina,474.5,952,falling,NC
1480,Johnston County MSW LF,NC,Johnston, North Carolina,474.2,937,stable,NC
1481,Jones County LF,NC,Jones, North Carolina,457.4,66,stable,NC
1484,Lenoir County LF,NC,Lenoir, North Carolina,485.9,381,falling,NC
1489,McDowell County LF,NC,McDowell, North Carolina,500,313,stable,NC
1490,Mecklenburg County LF,NC,Mecklenburg, North Carolina,443.3,4274,falling,NC
1492,Moore County LF,NC,Moore, North Carolina,479.8,699,stable,NC
1493,Nash County LF,NC,Nash, North Carolina,453.3,549,falling,NC
1494,New Hanover County Secure Landfill,NC,New Hanover, North Carolina,460.1,1219,stable,NC
1497,Northampton County LF,NC,Northampton, North Carolina,434.4,143,stable,NC
1498,Onslow County LF,NC,Onslow, North Carolina,530.3,726,stable,NC
1501,Pasquotank County LF,NC,Pasquotank, North Carolina,490.1,235,stable,NC
1505,Pitt County LF,NC,Pitt, North Carolina,430,737,falling,NC
1510,Robeson County LF,NC,Robeson, North Carolina,428.9,638,stable,NC
1511,Rockingham County LF,NC,Rockingham, North Carolina,519.9,674,stable,NC
1516,"Sampson County Disposal, LLC",NC,Sampson, North Carolina,461.7,365,stable,NC
1518,Scotland County LF,NC,Scotland, North Carolina,499.9,222,stable,NC
1521,Stokes County LF,NC,Stokes, North Carolina,489.3,325,rising,NC
1522,Surry County LF 1 & LF 3,NC,Surry, North Carolina,509,516,stable,NC
1524,Swain County LF,NC,Swain, North Carolina,548.1,104,stable,NC
1527,Transylvania County SLF,NC,Transylvania, North Carolina,433.5,261,stable,NC
1530,Upper Piedmont Regional Landfill,NC,Person, North Carolina,478.1,253,stable,NC
1534,Vance County LF,NC,Vance, North Carolina,474.8,266,stable,NC
1536,Watauga County Landfill,NC,Watauga, North Carolina,437.5,250,falling,NC
1541,Wilkes County LF 2,NC,Wilkes, North Carolina,420.2,414,falling,NC
1542,Wilson County LF,NC,Wilson, North Carolina,449.9,464,falling,NC
1543,Yancey/Mitchell County LF,NC,Yancey, North Carolina,458.8,130,stable,NC
1547,City of Minot LF,ND,Ward, North Dakota,455.4,301,stable,ND
1548,Dakota MSW Landfill,ND,Sargent, North Dakota,550.1,29,stable,ND
1550,Grand Forks Active Landfill,ND,Grand Forks, North Dakota,457.9,299,stable,ND
1559,Alliance Disposal Area LF,NE,Box Butte, Nebraska,439,64,stable,NE
1560,Beatrice Disposal Area LF,NE,Gage, Nebraska,454.7,144,stable,NE
1561,Bluff Road Landfill,NE,Lancaster, Nebraska,440.3,1369,stable,NE
1567,Fremont Landfill,NE,Dodge, Nebraska,525.7,251,stable,NE
1572,Holdrege Prairie Hill Landfill,NE,Phelps, Nebraska,469.9,59,stable,NE
1573,J Bar J Landfill,NE,Perkins, Nebraska,376.7,17,stable,NE
1574,Kearney Area Solid Waste Agency Landfill,NE,Buffalo, Nebraska,449.3,226,stable,NE
1577,Lexington Area Solid Waste Agency Landfill,NE,Dawson, Nebraska,417,116,stable,NE
1580,NNSWC LF,NE,Stanton, Nebraska,272,20,falling,NE
1583,Otoe County LF,NE,Otoe, Nebraska,460.6,99,stable,NE
1585,Sarpy County SLF,NE,Sarpy, Nebraska,470.3,771,falling,NE
1586,Scottsbluff Disposal LF,NE,Scotts Bluff, Nebraska,432.7,207,stable,NE
1590,York County LF,NE,York, Nebraska,443.7,83,stable,NE
1595,City of Keene Landfill,NH,Cheshire, New Hampshire,460.9,470,stable,NH
1596,Colebrook Landfill,NH,Coos, New Hampshire,474.4,238,falling,NH
1597,Concord Suncook Road Landfill Pre-1981,NH,Merrimack, New Hampshire,493.4,947,falling,NH
1602,Durham Primary Landfill,NH,Strafford, New Hampshire,497.6,703,stable,NH
1616,Laconia Disposal Gardens,NH,Belknap, New Hampshire,527.4,475,stable,NH
1617,Lebanon Regional Solid Waste Facility,NH,Grafton, New Hampshire,453.3,565,falling,NH
1639,Atlantic County Utilities Authority Landfill,NJ,Atlantic, New Jersey,495.8,1699,falling,NJ
1640,Burlington County SLF,NJ,Burlington, New Jersey,527.8,2956,falling,NJ
1641,Cape May County MUA Secure Landfill,NJ,Cape May, New Jersey,564.6,881,stable,NJ
1647,Gloucester County Solid Waste Complex,NJ,Gloucester, New Jersey,541.6,1853,stable,NJ
1653,Kingsland Landfill,NJ,Bergen, New Jersey,472.4,5571,falling,NJ
1658,Monmouth County Reclamation Center,NJ,Monmouth, New Jersey,523.2,4160,stable,NJ
1660,Ocean County LF,NJ,Ocean, New Jersey,521.2,4511,falling,NJ
1664,Salem County SLF,NJ,Salem, New Jersey,554.1,462,stable,NJ
1666,Warren County District Landfill,NJ,Warren, New Jersey,506.4,706,falling,NJ
1667,Caja del Rio Landfill,NM,Santa Fe, New Mexico,321.9,705,falling,NM
1668,Camino Real Landfill,NM,Dona Ana, New Mexico,400.9,921,rising,NM
1669,Cerro Colorado LF,NM,Bernalillo, New Mexico,389.7,3018,falling,NM
1670,Clovis Regional Solid Waste Facility,NM,Curry, New Mexico,363.7,173,falling,NM
1673,Lea County Landfill,NM,Lea, New Mexico,367.1,233,falling,NM
1674,Los Alamos County LF,NM,Los Alamos, New Mexico,422,100,falling,NM
1676,Northeastern New Mexico Regional Landfill,NM,Mora, New Mexico,305.8,21,stable,NM
1677,Otero/Greentree Regional Landfill,NM,Otero, New Mexico,415.4,325,stable,NM
1678,Rio Rancho Landfill,NM,Sandoval, New Mexico,406.2,685,falling,NM
1679,San Juan County Regional Landfill,NM,San Juan, New Mexico,341.7,461,falling,NM
1680,Sand Point Landfill,NM,Eddy, New Mexico,383.3,245,falling,NM
1684,Battle Mountain Sanitary Landfill,NV,Lander, Nevada,267.8,18,stable,NV
1686,Carson City Sanitary Landfill,NV,Carson City,0,0,0,0,0
1687,City of Elko Municipal Landfill,NV,Elko, Nevada,381.4,184,stable,NV
1690,Ely Sanitary Landfill,NV,White Pine, Nevada,347.5,44,stable,NV
1691,Eureka Sanitary Landfill,NV,Eureka, Nevada,239.9,6,stable,NV
1692,Goldfield Sanitary Landfill,NV,Esmeralda, Nevada,433.2,6,stable,NV
1693,Hawthorne Sanitary Landfill,NV,Mineral, Nevada,414.9,30,stable,NV
1695,Lockwood Regional LF,NV,Storey, Nevada,238.6,17,falling,NV
1700,Pahrump Valley Sanitary Landfill,NV,Nye, Nevada,426.9,341,stable,NV
1701,Pershing County Sanitary Landfill,NV,Pershing, Nevada,349.4,28,stable,NV
1703,Russell Pass Sanitary Landfill,NV,Churchill, Nevada,403.6,125,falling,NV
1710,Albany Landfill,NY,Albany, New York,518.7,1919,stable,NY
1712,Auburn SLF #1 & #2,NY,Cayuga, New York,526.6,547,stable,NY
1714,Ava Landfill,NY,Oneida, New York,503.8,1525,falling,NY
1716,Bristol Hill SLF,NY,Oswego, New York,541.3,776,stable,NY
1719,Broome County Landfill,NY,Broome, New York,501.3,1274,stable,NY
1721,Chaffee LF,NY,Erie, New York,542.4,6402,stable,NY
1722,Chautauqua County Landfill,NY,Chautauqua, New York,529,937,stable,NY
1723,Chemung County Landfill,NY,Chemung, New York,529.8,597,stable,NY
1725,Chenango County Landfill,NY,Chenango, New York,515.4,351,stable,NY
1728,Clifton Park LF,NY,Saratoga, New York,528.6,1514,stable,NY
1730,Cortland County SLF,NY,Cortland, New York,516,290,stable,NY
1731,Croton Point Landfill,NY,Westchester, New York,480.7,5771,falling,NY
1734,Delaware County LF,NY,Delaware, New York,475.7,334,stable,NY
1740,Edgemere SLF,NY,Queens, New York,423.5,11239,falling,NY
1750,Haverstraw SLF,NY,Rockland, New York,485.7,1794,falling,NY
1759,Modern Landfill Inc,NY,Niagara, New York,552.5,1579,stable,NY
1760,Mohawk Valley SLF,NY,Herkimer, New York,523.2,453,stable,NY
1763,New Bath Landfill,NY,Steuben, New York,485.5,637,falling,NY
1771,Ontario County SLF,NY,Ontario, New York,504.4,748,stable,NY
1782,Seneca Meadows SWMF,NY,Seneca, New York,512,236,stable,NY
1790,Troy SLF,NY,Rensselaer, New York,521.6,1025,falling,NY
1796,American LF,OH,Stark, Ohio,455.5,2285,falling,OH
1799,Athens-Hocking Reclamation Center,OH,Athens, Ohio,456.4,282,stable,OH
1805,Carbon Limestone LF,OH,Mahoning, Ohio,434.8,1433,falling,OH
1806,Celina Landfill,OH,Mercer, Ohio,459.4,238,stable,OH
1809,City of Brooklyn LF,OH,Cuyahoga, Ohio,478.6,7772,falling,OH
1814,"Coshocton Landfill, Inc.",OH,Coshocton, Ohio,474.2,232,stable,OH
1815,County Environmental Landfill of Wyandot,OH,Wyandot, Ohio,436.9,130,stable,OH
1819,Defiance County Landfill,OH,Defiance, Ohio,452.8,221,stable,OH
1821,"East Liverpool LF, Inc.",OH,Columbiana, Ohio,442.6,639,falling,OH
1822,ELDA RDF,OH,Hamilton, Ohio,473.7,4410,falling,OH
1824,Evergreen Recycling & Disposal LF,OH,Wood, Ohio,461.4,661,stable,OH
1827,Gallia County LF,OH,Gallia, Ohio,490.1,197,stable,OH
1828,Geneva Landfill,OH,Ashtabula, Ohio,451.4,591,falling,OH
1830,Hancock County Sanitary LF,OH,Hancock, Ohio,450.8,418,stable,OH
1832,Hoffman Road Sanitary LF,OH,Lucas, Ohio,465.4,2392,falling,OH
1835,Kimble Sanitary LF,OH,Tuscarawas, Ohio,447,555,stable,OH
1836,Lake County Recycling and Disposal Facility,OH,Geauga, Ohio,446.1,576,stable,OH
1838,Lorain County Landfill I & II,OH,Lorain, Ohio,468,1820,falling,OH
1843,Muskingum,OH,Muskingum, Ohio,507.3,551,stable,OH
1844,Noble Road LF,OH,Richland, Ohio,466.1,762,stable,OH
1849,Preble County SLF,OH,Preble, Ohio,489.3,267,stable,OH
1852,Rumpke Brown County Landfill,OH,Brown, Ohio,481.2,275,stable,OH
1861,"Triangle Landfill, Inc.",OH,Ross, Ohio,492.7,473,stable,OH
1863,Williams County LF,OH,Williams, Ohio,409.3,202,falling,OH
1864,Willowcreek Landfill,OH,Portage, Ohio,473.7,905,stable,OH
1867,"Absolute Waste Solutions, Inc. Landfill",OK,Pottawatomie, Oklahoma,441.1,375,falling,OK
