State,, FIPS,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Minidoka County, Idaho(7,8)",,16067,401,364.9,439.7,96,stable,-0.7,-1.5,0.1
"Appling County, Georgia(7,8)",,13001,419.1,381.3,459.8,96,stable,-0.6,-1.8,0.7
"Massac County, Illinois(6,8)",,17127,471.8,428.7,518.4,96,stable,0.3,-1.1,1.7
"Monroe County, Ohio(6,8)",,39111,455.6,413.3,501.3,96,rising,8.5,1.7,15.8
"O'Brien County, Iowa(7,8)",,19141,459.7,416.9,506.1,96,stable,-0.2,-0.8,0.3
"Crawford County, Iowa(7,8)",,19047,438.6,398.8,481.3,96,stable,-0.2,-0.8,0.4
"Crenshaw County, Alabama(6,8)",,1041,512.5,465.9,562.8,95,rising,2.6,1,4.2
"Bienville Parish, Louisiana(7,8)",,22013,502,456,551.7,95,stable,-0.4,-1.7,1
"Grundy County, Tennessee(6,8)",,47061,498.5,452.8,548,95,stable,0.7,-0.4,1.8
"Yalobusha County, Mississippi(6,8)",,28161,544.8,494.9,598.8,95,falling,-8.5,-13.6,-3.1
"Choctaw County, Oklahoma(6,8)",,40023,453.2,411.6,498.1,95,falling,-2.2,-3.1,-1.3
"Otero County, Colorado(6,8)",,8089,365.8,332.4,401.9,95,falling,-2,-3.4,-0.7
"Mississippi County, Missouri(6,8)",,29133,538.1,489.9,590,94,stable,0.9,-0.2,2.1
"Bamberg County, South Carolina(6,8)",,45009,459.4,416.3,506.1,94,stable,-0.8,-1.7,0.1
"Richland County, North Dakota(6,8)",,38077,461.6,418.9,507.5,94,stable,0.1,-1.4,1.5
"Oglethorpe County, Georgia(7,8)",,13221,494.1,449.1,542.8,94,stable,0.3,-0.4,0.9
"Pendleton County, Kentucky(7,8)",,21191,539,489.7,592,94,stable,0.2,-0.6,1.1
"Routt County, Colorado(6,8)",,8107,340.2,307.5,375.6,94,falling,-2.7,-4.5,-0.8
"Alcona County, Michigan(6,8)",,26001,433.6 #  ,385.5,487.5,94,falling,-1.6,-3.1,-0.1
"Braxton County, West Virginia(6,8)",,54007,455.4,412.8,501.6,94,stable,1,-0.4,2.4
"Calhoun County, Mississippi(6,8)",,28013,495.4,450.2,544.2,94,stable,1,-0.3,2.3
"Greene County, Virginia(6,8)",,51079,402.8,366.1,442.4,94,falling,-1,-1.8,-0.1
"Jefferson County, Georgia(7)",,13163,457.8,416,502.8,93,*,*,*,*
"Cleburne County, Alabama(6,8)",,1029,457.4,415.5,502.6,93,stable,0.5,-1.3,2.2
"Jerome County, Idaho(7,8)",,16053,406.3,369.5,445.7,93,stable,-1.2,-2.4,0
"Sevier County, Utah(7,8)",,49041,388.2,353.1,426,93,stable,0.2,-0.5,0.9
"Shoshone County, Idaho(7,8)",,16079,494.3,447.2,545.5,93,stable,-0.6,-1.5,0.3
"Washington County, Alabama(6,8)",,1129,423.2,384.3,465.1,93,falling,-1.7,-3,-0.4
"Chester County, Tennessee(6,8)",,47023,453.1,411.8,497.6,93,rising,1.9,0.6,3.2
"Union County, South Dakota(6,8)",,46127,507.1,460.4,557.5,93,stable,-3.7,-7.4,0.2
"Clay County, North Carolina(6,8)",,37043,490.9,442.1,544.5,93,stable,0.9,-0.8,2.6
"Middlesex County, Virginia(6,8)",,51119,454.3,408.4,505,93,stable,0.3,-1.3,1.9
"Powell County, Kentucky(7,8)",,21197,648.2,588.6,712.4,93,stable,0.9,-0.4,2.3
"Dent County, Missouri(6,8)",,29065,417.2,378.2,459.4,93,stable,-1.1,-2.4,0.1
"Jasper County, Georgia(7)",,13159,524.5,475.9,577,92,*,*,*,*
"West Feliciana Parish, Louisiana(7,8)",,22125,482.1,437.3,530.6,92,stable,-0.2,-1.8,1.6
"Gogebic County, Michigan(6,8)",,26053,362.2 #  ,327.4,400.2,92,stable,-0.1,-2.8,2.6
"Kingfisher County, Oklahoma(6,8)",,40073,499.4,453.9,548.4,92,stable,-0.1,-1.3,1.2
"Marshall County, Illinois(6,8)",,17123,501.4,454.4,552.5,92,stable,0.1,-1.2,1.5
"Jones County, Texas(6,8)",,48253,397.7,361.8,436.4,92,stable,-0.1,-1.6,1.3
"Pemiscot County, Missouri(6,8)",,29155,441.8,401.3,485.4,92,stable,1,-0.8,2.8
"Vinton County, Ohio(6,8)",,39163,550.6,499.5,605.7,92,stable,0.5,-1,2
"Harrison County, Ohio(6,8)",,39067,399.4,361.7,440.3,91,stable,-1.3,-3,0.5
"Stewart County, Tennessee(6,8)",,47161,487.7,442.2,537.1,91,stable,0.6,-0.6,1.8
"McIntosh County, Georgia(7,8)",,13191,401.5,362.5,444.1,91,stable,-1.7,-15.4,14.3
"Menard County, Illinois(6,8)",,17129,540.6,490,595.3,91,stable,5.6,-1.1,12.8
"Appomattox County, Virginia(6,8)",,51011,427.3,387.1,470.7,91,stable,-0.7,-2.4,0.9
"Grayson County, Virginia(6,8)",,51077,371.1,335.9,409.6,91,stable,-1.2,-2.6,0.2
"Stone County, Arkansas(6,8)",,5137,436.3,392.9,483.7,91,stable,0.1,-0.8,1
"Bates County, Missouri(6,8)",,29013,399.3,362,439.7,90,stable,-0.8,-2.3,0.8
"Blackford County, Indiana(6,8)",,18009,504.1,457.1,555.2,90,stable,-0.8,-2,0.5
"Trinity County, California(7,8)",,6105,414.2,372.7,459.7,90,stable,-1.2,-2.4,0.1
"Madison County, Arkansas(6,8)",,5087,427,387.1,470.2,90,stable,-0.1,-1.7,1.6
"Madison County, Iowa(7,8)",,19121,444.9,403.7,489.4,90,stable,-0.2,-0.8,0.5
"Shelby County, Iowa(7,8)",,19165,494.2,446.6,546.1,90,rising,0.8,0.2,1.4
"Washington County, North Carolina(6,8)",,37187,463.2,418.3,512.2,90,stable,0.2,-1,1.4
"Cassia County, Idaho(7,8)",,16031,365,331.4,401,90,stable,-0.6,-1.6,0.4
"Gonzales County, Texas(6,8)",,48177,360.4,327,396.4,90,stable,-1.2,-2.3,0
"Parke County, Indiana(6,8)",,18121,400.9,363.3,441.5,90,stable,-0.3,-1.8,1.3
"Seward County, Nebraska(6,8)",,31159,419.8,380.6,462.1,90,stable,-1.2,-2.7,0.3
"Union County, Kentucky(7,8)",,21225,513.7,465.7,565.5,90,stable,-0.1,-1,0.9
"Woodward County, Oklahoma(6,8)",,40153,376.8,342.3,414,89,falling,-1.9,-3.3,-0.4
"Larue County, Kentucky(7,8)",,21123,489.9,444.2,539.2,89,stable,0.3,-0.7,1.2
"Colusa County, California(7,8)",,6011,389,352.8,427.9,89,stable,0.6,-1,2.2
"Appanoose County, Iowa(7,8)",,19007,457.4,413.7,505,89,stable,-0.4,-1.4,0.6
"Cedar County, Missouri(6,8)",,29039,412.3,372.6,455.6,88,falling,-1.2,-2.2,-0.1
"Smith County, Mississippi(6,8)",,28129,425,384.9,468.3,88,stable,-0.1,-1.4,1.2
"Baker County, Oregon(6,8)",,41001,332.1,299.4,367.9,88,stable,-1.8,-3.8,0.1
"Montgomery County, Missouri(6,8)",,29139,520.7,471.1,574.6,88,stable,7,-3.7,18.7
"Ripley County, Missouri(6,8)",,29181,448.9,406.6,494.7,88,stable,-0.4,-1.8,1.1
"Butler County, Kentucky(7,8)",,21031,536,485.5,590.6,88,stable,0,-1.2,1.1
"Clay County, Alabama(6,8)",,1027,468.5,424,516.8,88,stable,-0.9,-1.9,0.1
"Crockett County, Tennessee(6,8)",,47033,464.8,421.1,512.2,88,rising,1.3,0.1,2.5
"Floyd County, Virginia(6,8)",,51063,387.9,350.6,428.6,88,stable,-0.5,-1.7,0.7
"Madison County, Florida(6,8)",,12079,339.7,307.7,374.4,88,stable,-1.4,-3,0.3
"Screven County, Georgia(7,8)",,13251,467.5,423,515.7,87,stable,0.4,-0.5,1.4
"Amite County, Mississippi(6,8)",,28005,452.8,408.6,501,87,stable,-0.6,-1.8,0.6
"Cass County, Illinois(6,8)",,17017,533.4,483.5,587.4,87,stable,0.2,-1.3,1.7
"Grundy County, Iowa(7,8)",,19075,483.6,437.6,533.6,87,stable,0.3,-0.5,1
"Moultrie County, Illinois(6,8)",,17139,461.8,417.9,509.3,87,stable,0.1,-1.5,1.7
"Edmonson County, Kentucky(7,8)",,21061,514.6,465.4,568.1,87,stable,0.3,-0.2,0.9
"Fulton County, Arkansas(6,8)",,5049,434.9,391.9,482.1,87,stable,-0.4,-2.2,1.4
"Bath County, Kentucky(7,8)",,21011,569.8,516.1,627.9,87,stable,0.6,-0.3,1.5
"Madison County, Missouri(6,8)",,29123,531,480.7,585.5,87,stable,0.4,-0.9,1.7
"Choctaw County, Alabama(6,8)",,1023,443.2,400.1,490.1,87,stable,1.3,-0.1,2.6
"Izard County, Arkansas(6,8)",,5065,384.6,346.8,426,87,falling,-1.5,-2.2,-0.8
"Livingston County, Missouri(6,8)",,29117,432.3,391.2,476.8,87,stable,-0.3,-1.8,1.3
"Hughes County, Oklahoma(6,8)",,40063,477.5,432.3,526.5,86,stable,-0.9,-2.1,0.4
"Lake County, Michigan(6,8)",,26085,396.1 #  ,355.8,440.8,86,stable,-1.3,-2.7,0.2
"Duchesne County, Utah(7,8)",,49013,478.7,433.8,526.9,86,stable,0.4,-0.1,1
"Nolan County, Texas(6,8)",,48353,448.8,406.1,494.9,86,stable,-0.8,-2.1,0.6
"Winn Parish, Louisiana(7,8)",,22127,455.3,412.1,502.1,86,stable,-1,-2.3,0.3
"Red River County, Texas(6,8)",,48387,432.5,390.2,478.9,85,falling,-1.3,-2.5,-0.1
"La Salle Parish, Louisiana(7,8)",,22059,470.6,426.2,518.5,85,stable,-0.7,-1.5,0.1
"Lunenburg County, Virginia(6,8)",,51111,455.8,411.7,504,85,stable,-0.2,-1.7,1.3
"Caldwell County, Kentucky(7,8)",,21033,481.6,434.9,532.4,85,stable,-0.6,-1.2,0
"Jefferson County, Montana(6,8)",,30043,507.8,455.9,564.5,85,stable,0.7,-1,2.4
"Lincoln County, Wyoming(6,8)",,56023,374,337.4,413.5,85,stable,-1.1,-2.7,0.5
"Sanpete County, Utah(7,8)",,49039,297.5,269.3,327.8,85,falling,-1,-1.8,-0.3
"Gooding County, Idaho(7,8)",,16047,456.7,413.4,503.6,85,stable,-0.4,-1.5,0.7
"Meigs County, Tennessee(6,8)",,47121,514.5,463.7,569.7,85,rising,2.3,0.6,4
"Crawford County, Georgia(7,8)",,13079,510.8,460.7,565.3,84,stable,0.9,-0.2,2.1
"Sabine County, Texas(6,8)",,48403,447.2,399.9,499.5,84,stable,0.8,-1,2.7
"Decatur County, Tennessee(6,8)",,47039,462.5,417.3,511.9,84,stable,0.2,-0.6,1.1
"Jefferson County, Florida(6,8)",,12065,388.2,350,430.1,84,stable,-0.8,-2.2,0.6
"Madison County, Virginia(6,8)",,51113,431.4,389.3,477.4,84,stable,-1.5,-3.6,0.6
"Martinsville City, Virginia(6,8)",,51690,450.7,407.2,498.1,84,stable,0.3,-1.6,2.1
"Robertson County, Texas(6,8)",,48395,372.7,336.5,412.1,84,stable,-1.5,-2.9,0
"Buchanan County, Virginia(6,8)",,51027,256.3,231.3,283.5,84,falling,-6.9,-10.4,-3.2
"Webster County, Kentucky(7,8)",,21233,493.7,446.2,545.2,84,stable,-0.2,-1.5,1
"Charlotte County, Virginia(6,8)",,51037,458.2,413.3,507.2,83,stable,0.5,-1,2
"Essex County, Virginia(6,8)",,51057,509.1,458.9,564,83,stable,0.4,-1.6,2.5
"Murray County, Oklahoma(6,8)",,40099,438.5,396.3,484.4,83,stable,-10.2,-20.2,1
"Custer County, Montana(6,8)",,30017,503.8,454.7,557.1,83,stable,-1.2,-2.5,0.2
"Jackson County, Kentucky(7,8)",,21109,498.5,450.1,551,83,stable,0.2,-1.1,1.6
"Monroe County, Kentucky(7,8)",,21171,581.1,524.5,642.6,83,rising,1.9,0.5,3.3
"Allamakee County, Iowa(7,8)",,19005,395.5,355.8,438.8,83,stable,-0.4,-1.1,0.4
"Calhoun County, Florida(6,8)",,12013,434.1,392.7,479.1,83,stable,0.7,-0.8,2.2
"Cherokee County, Iowa(7,8)",,19035,441.9,397.1,491,83,stable,-0.5,-1.1,0.2
"Conecuh County, Alabama(6,8)",,1035,457.5,411.8,507.3,83,stable,0.2,-1.2,1.5
"McCormick County, South Carolina(6,8)",,45065,436.4,390.9,487.2,83,stable,-0.7,-2.1,0.8
"Socorro County, New Mexico(7,8)",,35053,384.8,347.1,425.7,83,stable,0.2,-0.3,0.7
"York County, Nebraska(6,8)",,31185,443.7,399.8,491.4,83,stable,0,-1,1
"Saline County, Nebraska(6,8)",,31151,508.6,459.5,561.7,83,stable,0.5,-0.7,1.7
"Madison County, Idaho(7,8)",,16065,375,338.1,414.5,82,stable,0.5,-0.7,1.7
"Newton County, Indiana(6,8)",,18111,429.5,387.4,475.4,82,falling,-1.7,-2.6,-0.8
"Iron County, Michigan(6,8)",,26071,366.5 #  ,327.6,409.8,82,stable,-1.7,-3.4,0.2
"Jackson County, Texas(6,8)",,48239,453.3,408.8,501.4,82,stable,-1.1,-3,0.8
"Lee County, Virginia(6,8)",,51105,241.2,217.5,267,82,falling,-4.9,-7.6,-2.2
"Buffalo County, Wisconsin(6,8)",,55011,410.1,369.3,454.7,81,stable,0.1,-0.7,0.9
"Green County, Kentucky(7,8)",,21087,525.4,473.5,581.9,81,rising,1.5,0.5,2.6
"Montgomery County, Iowa(7,8)",,19137,541,486.8,600.1,81,stable,0.5,0,0.9
"Sussex County, Virginia(6,8)",,51183,544.4,491.7,601.7,81,rising,1.4,0.1,2.7
"Summers County, West Virginia(6,8)",,54089,391.1,351.8,434.2,81,stable,0.9,-0.7,2.6
"Union County, Iowa(7,8)",,19175,470.6,424.2,521.1,81,stable,-0.4,-0.8,0.1
"Alleghany County, North Carolina(6,8)",,37005,417.3,375.6,463.4,81,stable,0,-1.3,1.3
"Amelia County, Virginia(6,8)",,51007,453.2,407.8,502.7,81,stable,-0.2,-1.9,1.4
"Callahan County, Texas(6,8)",,48059,413.3,372.2,458.1,81,stable,-0.2,-1.5,1.1
"Comanche County, Texas(6,8)",,48093,397.1,356.4,441.7,81,stable,-0.9,-2.1,0.4
"Montmorency County, Michigan(6,8)",,26119,451.1 #  ,401.1,507,81,falling,-2.1,-3.2,-0.9
"Scott County, Virginia(6,8)",,51169,234.6,211.3,260,81,falling,-8.7,-13.3,-3.8
"Texas County, Oklahoma(6,8)",,40139,403.3,364.3,445.3,81,stable,0,-1.5,1.6
"Washington County, Kentucky(7,8)",,21229,526.9,475.3,582.9,81,stable,1.2,-0.1,2.6
"Magoffin County, Kentucky(7,8)",,21153,511.7,461.5,566.2,81,stable,-0.3,-1.6,0.9
"Johnson County, Illinois(6,8)",,17087,449.1,404.8,497.4,80,stable,-1.2,-2.5,0.2
"Mackinac County, Michigan(6,8)",,26097,412.8 #  ,369.7,460.6,80,stable,-1.1,-2.1,0
"Lawrence County, Mississippi(6,8)",,28077,495,446.1,548.1,80,falling,-1.6,-2.9,-0.4
"Pike County, Indiana(6,8)",,18125,460.5,414.8,510.2,80,stable,0.8,-1,2.7
"Cannon County, Tennessee(6,8)",,47015,431,388.5,477.2,80,falling,-4.9,-8.7,-0.9
"Las Animas County, Colorado(6,8)",,8071,367.3,329.8,408.4,80,stable,1.1,-0.6,2.8
"Pulaski County, Indiana(6,8)",,18131,461.4,415.8,511.1,79,stable,-1,-2.2,0.3
"Rains County, Texas(6,8)",,48379,443,397,493.7,79,stable,0.6,-0.7,1.8
"Uinta County, Wyoming(6,8)",,56041,369.9,332.3,410.5,79,stable,0.9,-1.4,3.2
"Clarke County, Virginia(6,8)",,51043,387.6,348.4,430.5,79,stable,-1.3,-2.7,0
"Jefferson Davis County, Mississippi(6,8)",,28065,477.1,429,529.7,79,stable,-0.2,-1.5,1.2
"Tallahatchie County, Mississippi(6,8)",,28135,484.3,437.1,535.4,79,stable,1.7,0,3.5
"Linn County, Missouri(6,8)",,29115,440.4,396.1,488.9,79,stable,0,-1.7,1.7
"Little River County, Arkansas(6,8)",,5081,449.6,404.3,498.9,79,stable,-0.3,-2,1.5
"Iron County, Missouri(6,8)",,29093,517.8,465.7,574.8,78,stable,0.9,-0.5,2.3
"Palo Alto County, Iowa(7,8)",,19147,627.2,562.2,698,78,stable,0.4,-0.3,1.2
"Pend Oreille County, Washington(6,8)",,53051,362.5,323.9,405.1,78,falling,-3,-4.7,-1.3
"Dade County, Georgia(7,8)",,13083,365.2,328.8,405,78,stable,-1.7,-3.6,0.3
"Hancock County, Iowa(7,8)",,19081,475.3,426.6,528.7,78,stable,0.6,-0.2,1.3
"Mathews County, Virginia(6,8)",,51115,487.9,434.5,547.4,78,stable,0.4,-1.2,2.1
"Bledsoe County, Tennessee(6,8)",,47007,398.5,358.8,441.7,78,falling,-6.1,-9.3,-2.8
"Chickasaw County, Iowa(7,8)",,19037,458.1,411.4,509.1,78,stable,0.2,-0.3,0.7
"Bradley County, Arkansas(6,8)",,5011,520.4,468.7,576.7,78,rising,1.9,0.1,3.7
"Hill County, Montana(6,8)",,30041,429.1,386,475.7,78,stable,5.9,-10.4,25
"Barton County, Missouri(6,8)",,29011,466.5,419.4,517.8,77,stable,0.4,-1.2,2
"Morris County, Texas(6,8)",,48343,427.6,383.6,475.6,77,stable,-0.3,-1.6,1.1
"Park County, Colorado(6,8)",,8093,312.7,277,352.4,77,falling,-2.4,-4.1,-0.8
"Willacy County, Texas(6,8)",,48489,351.3,316.8,388.6,77,stable,-0.1,-2,1.8
"Marion County, Texas(6,8)",,48315,449,402.1,500.8,77,stable,-0.7,-2.3,1
"Morgan County, Kentucky(7,8)",,21175,486.6,438.1,539.4,77,stable,1.4,0,2.9
"Franklin County, Iowa(7,8)",,19069,520.9,467.1,579.6,77,rising,1,0.5,1.6
"Hale County, Alabama(6,8)",,1065,385.2,345.9,428,77,stable,-0.3,-2.4,1.8
"Atoka County, Oklahoma(6,8)",,40005,413.8,372.1,459.1,77,stable,-0.4,-1.7,0.9
"Monona County, Iowa(7,8)",,19133,549.8,491.1,614.2,77,stable,0.4,-0.2,1
"Clinton County, Kentucky(7,8)",,21053,548.2,492.8,608.6,76,stable,1.1,-0.6,2.9
"Pitkin County, Colorado(6,8)",,8097,320.8,287.2,357.7,76,falling,-2.6,-3.8,-1.4
"Lowndes County, Alabama(6,8)",,1085,553.9,497.6,615.2,76,rising,9.6,1.5,18.4
"Osage County, Missouri(6,8)",,29151,450,404.8,499,76,stable,0.8,-0.4,2
"Greensville County, Virginia(6,8)",,51081,528.9,475.9,586.5,76,stable,0.6,-1.3,2.5
"Lake County, South Dakota(6,8)",,46079,451.1,403.7,503,76,falling,-1.9,-3.5,-0.3
"Lewis County, Tennessee(6,8)",,47101,454.6,408,505.6,76,stable,-4.1,-8.1,0.1
"Scurry County, Texas(6,8)",,48415,388.5,349.8,430.2,76,stable,-10.3,-19.6,0.1
"Calhoun County, Iowa(7,8)",,19025,512.6,458.6,571.7,76,rising,0.8,0.2,1.3
"Boundary County, Idaho(7,8)",,16021,448,401.7,498.9,76,stable,-0.6,-2.2,1.1
"Martin County, Kentucky(7,8)",,21159,530,476.5,588.2,76,stable,0.5,-0.7,1.8
"Camp County, Texas(6,8)",,48063,463.4,416.4,514.6,75,stable,1.2,-0.1,2.4
"Hardy County, West Virginia(6,8)",,54031,382.8,343.5,425.9,75,stable,-0.7,-2,0.6
"Newton County, Texas(6,8)",,48351,387.7,347.9,431.2,75,stable,0.1,-1.3,1.6
"Fergus County, Montana(6,8)",,30027,431.6,385.6,482.1,75,falling,-2.1,-3.7,-0.5
"Noble County, Ohio(6,8)",,39121,330.7,293.8,371.5,75,falling,-1.6,-2.8,-0.4
"Wilbarger County, Texas(6,8)",,48487,470.3,421.9,522.8,75,stable,-1.1,-2.4,0.1
"Guthrie County, Iowa(7,8)",,19077,470.4,420.7,524.9,74,stable,-0.2,-0.7,0.3
"Hamilton County, Florida(6,8)",,12047,420.2,377.1,467.2,74,stable,0.4,-1.3,2.1
"Dickenson County, Virginia(6,8)",,51051,356.1,319.1,396.4,74,falling,-2.9,-4.8,-1
"Heard County, Georgia(7,8)",,13149,512.6,459.9,570.1,74,stable,0.5,-0.8,1.7
"Moore County, Texas(6,8)",,48341,386.2,347.3,428.1,74,stable,-1.1,-2.2,0.1
"Summit County, Colorado(6,8)",,8117,232.7,206.3,261.5,74,falling,-3.8,-5.6,-2
"Todd County, Kentucky(7,8)",,21219,513.8,461.9,570.1,74,rising,2.7,0.4,5
"Macon County, Georgia(7,8)",,13193,425.1,381.1,473.2,74,falling,-1.3,-2.4,-0.3
"Carbon County, Montana(6,8)",,30009,430.8,384.3,482.2,74,stable,-0.7,-2.1,0.8
"Greene County, Iowa(7,8)",,19073,537.9,481.3,600,74,rising,1.1,0.2,2
"Williamsburg City, Virginia(6,8)",,51830,478.2,428.8,532.2,74,stable,7.6,-1.6,17.6
"Barnes County, North Dakota(6,8)",,38003,472.8,422.7,527.7,74,stable,-1,-2.2,0.2
"Converse County, Wyoming(6,8)",,56009,443.3,397.8,492.8,74,stable,-0.9,-2.5,0.8
"Holmes County, Florida(6,8)",,12059,275.6,247.3,306.6,73,stable,2,-0.3,4.4
"Bollinger County, Missouri(6,8)",,29017,436.1,390.7,485.7,73,stable,0.1,-1.5,1.7
"Okfuskee County, Oklahoma(6,8)",,40107,470.2,422.2,522.4,73,stable,-0.6,-1.7,0.6
"Wabash County, Illinois(6,8)",,17185,448.8,401.8,500.1,73,stable,-0.5,-1.8,0.9
"Bleckley County, Georgia(7,8)",,13023,475.4,426.6,528.5,73,stable,0.8,-0.6,2.2
"Lyon County, Iowa(7,8)",,19119,484.7,434.4,539.6,73,stable,0.2,-0.3,0.7
"Pushmataha County, Oklahoma(6,8)",,40127,435.5,389.2,486.2,73,rising,9.2,0.5,18.7
"Forest County, Wisconsin(6,8)",,55041,505,451.6,563.8,73,stable,-0.2,-1.9,1.5
"Moniteau County, Missouri(6,8)",,29135,400.5,359.8,444.6,73,stable,-0.3,-1.8,1.2
"Perry County, Arkansas(6,8)",,5105,502.4,450.2,559.6,73,stable,-0.2,-1.8,1.5
"Sumter County, Alabama(6,8)",,1119,466.2,416.5,520.5,72,rising,1.5,0.1,2.9
"Walsh County, North Dakota(6,8)",,38099,446.2,398.9,498.2,72,stable,1,-0.3,2.3
"Carroll County, Kentucky(7,8)",,21041,576,516.5,640.7,72,stable,-0.2,-1.3,0.9
"Mitchell County, Iowa(7,8)",,19131,469.1,418.3,524.9,72,stable,-0.1,-0.7,0.6
"Wilcox County, Alabama(6,8)",,1131,511.7,458.1,570.1,72,stable,0.4,-0.5,1.4
"Desha County, Arkansas(6,8)",,5041,444.7,398.2,495.6,72,stable,0.2,-1.4,1.9
"Franklin County, Florida(6,8)",,12037,427.7,382.5,477.4,72,stable,-0.3,-1.8,1.2
"Washington County, Idaho(7,8)",,16087,444.7,397.7,496.6,72,stable,-0.9,-2,0.3
"Wright County, Iowa(7,8)",,19197,384.9,342.7,431.2,72,falling,-0.8,-1.4,-0.1
"Douglas County, Missouri(6,8)",,29067,329.5,294.4,368.4,72,falling,-3.1,-5,-1.1
"Emmet County, Iowa(7,8)",,19063,525.6,469.2,587.4,72,stable,0.2,-0.4,0.8
"Keokuk County, Iowa(7,8)",,19107,481.9,430.4,538.4,72,stable,-0.2,-0.8,0.5
"McLean County, North Dakota(6,8)",,38055,489.4,436.5,547.5,72,stable,0.4,-1.3,2.1
"Poquoson City, Virginia(6,8)",,51735,437,391.5,486.8,72,stable,-1.2,-2.8,0.4
"Crawford County, Indiana(6,8)",,18025,497.8,445.1,555.5,71,stable,-0.2,-1.6,1.1
"Haskell County, Oklahoma(6,8)",,40061,404.4,362,450.6,71,stable,6.4,-1.6,15
"Leslie County, Kentucky(7,8)",,21131,515.1,461.5,573.8,71,stable,0.5,-0.8,1.9
"Deaf Smith County, Texas(6,8)",,48117,392.9,352.6,436.5,71,stable,-0.3,-1.9,1.2
"McLean County, Kentucky(7,8)",,21149,564.8,506,629.1,71,stable,0.7,-0.3,1.7
"Stillwater County, Montana(6,8)",,30095,516.1,460.3,577.6,71,stable,0.7,-0.5,1.9
"Perry County, Mississippi(6,8)",,28111,460.4,412.4,512.8,71,stable,-0.5,-1.5,0.4
"Owen County, Kentucky(7,8)",,21187,510.2,456.2,569.3,71,stable,0.3,-0.7,1.4
"Carroll County, Mississippi(6,8)",,28015,446.3,398.7,498.7,70,stable,0.9,-0.9,2.6
"Catahoula Parish, Louisiana(7,8)",,22025,554.9,496.9,618,70,falling,-10,-16.4,-3.2
"Sac County, Iowa(7,8)",,19161,461.8,411.4,517.3,70,stable,0.1,-0.5,0.7
"Winnebago County, Iowa(7,8)",,19189,463.5,413.4,518.5,70,stable,0.5,-0.1,1.2
"Colfax County, New Mexico(7,8)",,35007,346.3,308,388.5,70,stable,-2.4,-4.7,0
"West Carroll Parish, Louisiana(7,8)",,22123,475.6,425.8,530,70,stable,-0.6,-2.5,1.3
"Carbon County, Wyoming(6,8)",,56007,385.8,344.9,430.4,70,stable,-0.6,-2.1,0.9
"Glades County, Florida(6,8)",,12043,324.5,289.4,363.4,70,falling,-2.4,-4,-0.7
"Livingston County, Kentucky(7,8)",,21139,506.3,452,566.2,70,stable,0.2,-1.1,1.5
"Clearwater County, Idaho(7,8)",,16035,457.8,407.6,513.7,70,stable,-0.1,-1.8,1.7
"Webster County, West Virginia(6,8)",,54101,542,483.2,606.8,70,stable,1.4,-0.4,3.2
"Jeff Davis County, Georgia(7,8)",,13161,411,367.7,458.1,69,falling,-1.4,-2.5,-0.2
"Richmond County, Virginia(6,8)",,51159,536.4,480.2,598.2,69,rising,3.8,1.3,6.4
"Wilkes County, Georgia(7,8)",,13317,463,412.8,518.4,69,stable,-0.1,-1.4,1.1
"Montgomery County, Mississippi(6,8)",,28097,473.7,423.2,529.1,69,stable,0.1,-1.1,1.3
"Jackson County, Tennessee(6,8)",,47087,383.8,341.8,430.1,69,falling,-3.5,-5.3,-1.6
"Chicot County, Arkansas(6,8)",,5017,435.3,388.7,486.3,69,stable,1.1,-0.5,2.7
"Blanco County, Texas(6,8)",,48031,389.3,345.3,438.1,69,stable,0.2,-1.2,1.6
"Cumberland County, Illinois(6,8)",,17035,469.9,419.5,525,69,stable,-0.9,-1.9,0.1
"Grant County, West Virginia(6,8)",,54023,382.3,340.7,428.2,68,stable,-0.3,-1.6,1.1
"Nowata County, Oklahoma(6,8)",,40105,477,426.2,532.7,68,stable,-0.4,-2.1,1.3
"Humboldt County, Iowa(7,8)",,19091,492.8,439.1,551.8,68,stable,-0.2,-0.8,0.4
"Metcalfe County, Kentucky(7,8)",,21169,519,463.6,579.7,68,stable,0.6,-0.4,1.5
"Oscoda County, Michigan(6,8)",,26135,486.8 #  ,429.5,550.5,68,rising,2.1,0.4,3.8
"Rolette County, North Dakota(6,8)",,38079,499.8,446.6,557.6,68,stable,-0.6,-2.4,1.2
"Howard County, Arkansas(6,8)",,5061,409.3,365.8,456.9,68,falling,-1.3,-2.5,-0.1
"Montgomery County, Arkansas(6,8)",,5097,455.6,403.5,513.5,68,stable,0.1,-1.8,2.1
"St. Helena Parish, Louisiana(7,8)",,22091,502.3,447.6,562.1,68,stable,0.7,-0.7,2
"Roosevelt County, New Mexico(7,8)",,35041,351.8,314.6,392.2,68,stable,-0.5,-1.1,0.2
"Telfair County, Georgia(7,8)",,13271,324.9,290.8,362.3,68,stable,-0.8,-1.8,0.1
"Custer County, Nebraska(6,8)",,31041,407.1,362.5,456.3,68,stable,-0.9,-2.4,0.6
"Love County, Oklahoma(6,8)",,40085,527.2,470.7,588.9,68,stable,1.4,-0.3,3.1
